"","group","country","units","year","amount"
"431","Crude vegetable oils","World","Million dollars","2018","612.6"
"432","Crude vegetable oils","World","Million dollars","2017","747.2"
"433","Crude vegetable oils","World","Million dollars","2016","751.8"
"434","Crude vegetable oils","World","Million dollars","2015","815.6"
"435","Crude vegetable oils","World","Million dollars","2014","908.4"
"436","Crude vegetable oils","World","Million dollars","2013","744"
"437","Crude vegetable oils","World","Million dollars","2012","893.1"
"438","Crude vegetable oils","World","Million dollars","2011","1307.2"
"439","Crude vegetable oils","World","Million dollars","2010","758"
"440","Crude vegetable oils","World","Million dollars","2009","691.4"
"441","Crude vegetable oils","World","Million dollars","2008","1093.2"
"442","Crude vegetable oils","World","Million dollars","2007","571.29999999999995"
"443","Crude vegetable oils","World","Million dollars","2006","409.3"
"444","Crude vegetable oils","World","Million dollars","2005","313.2"
"445","Crude vegetable oils","World","Million dollars","2004","408"
"446","Crude vegetable oils","World","Million dollars","2003","199.6"
"447","Crude vegetable oils","World","Million dollars","2002","207.2"
"448","Crude vegetable oils","World","Million dollars","2001","150.80000000000001"
"449","Crude vegetable oils","World","Million dollars","2000","210"
"450","Crude vegetable oils","World","Million dollars","1999","186.4"
"451","Crude vegetable oils","World (quantity)","1,000 metric tons","2023","1300.3"
"452","Crude vegetable oils","World (quantity)","1,000 metric tons","2022","953"
"453","Crude vegetable oils","World (quantity)","1,000 metric tons","2021","670.4"
"454","Crude vegetable oils","World (quantity)","1,000 metric tons","2020","566.6"
"455","Crude vegetable oils","World (quantity)","1,000 metric tons","2019","531"
"456","Crude vegetable oils","World (quantity)","1,000 metric tons","2018","601.29999999999995"
"457","Crude vegetable oils","World (quantity)","1,000 metric tons","2017","734.2"
"458","Crude vegetable oils","World (quantity)","1,000 metric tons","2016","793"
"459","Crude vegetable oils","World (quantity)","1,000 metric tons","2015","844.8"
"460","Crude vegetable oils","World (quantity)","1,000 metric tons","2014","891.1"
"461","Crude vegetable oils","World (quantity)","1,000 metric tons","2013","711.4"
"462","Crude vegetable oils","World (quantity)","1,000 metric tons","2012","706.2"
"463","Crude vegetable oils","World (quantity)","1,000 metric tons","2011","935.5"
"464","Crude vegetable oils","World (quantity)","1,000 metric tons","2010","827.9"
"465","Crude vegetable oils","World (quantity)","1,000 metric tons","2009","826.5"
"466","Crude vegetable oils","World (quantity)","1,000 metric tons","2008","910.9"
"467","Crude vegetable oils","World (quantity)","1,000 metric tons","2007","710.8"
"468","Crude vegetable oils","World (quantity)","1,000 metric tons","2006","694"
"469","Crude vegetable oils","World (quantity)","1,000 metric tons","2005","517.9"
"470","Crude vegetable oils","World (quantity)","1,000 metric tons","2004","628.4"
"471","Crude vegetable oils","World (quantity)","1,000 metric tons","2003","413.1"
"472","Crude vegetable oils","World (quantity)","1,000 metric tons","2002","475.8"
"473","Crude vegetable oils","World (quantity)","1,000 metric tons","2001","413"
"474","Crude vegetable oils","World (quantity)","1,000 metric tons","2000","402.9"
"475","Crude vegetable oils","World (quantity)","1,000 metric tons","1999","269.8"
"476","Refined vegetable oils ","Canada","Million dollars","2023","3764.8"
"477","Refined vegetable oils ","Canada","Million dollars","2022","3292.6"
"478","Refined vegetable oils ","Canada","Million dollars","2021","2581.9"
"479","Refined vegetable oils ","Canada","Million dollars","2020","1504.5"
"480","Refined vegetable oils ","Canada","Million dollars","2019","1522.8"
"481","Refined vegetable oils ","Canada","Million dollars","2018","1477.6"
"482","Refined vegetable oils ","Canada","Million dollars","2017","1526.2"
"483","Refined vegetable oils ","Canada","Million dollars","2016","1348.9"
"484","Refined vegetable oils ","Canada","Million dollars","2015","1173"
"485","Refined vegetable oils ","Canada","Million dollars","2014","1162.5"
"486","Refined vegetable oils ","Canada","Million dollars","2013","1296.7"
"487","Refined vegetable oils ","Canada","Million dollars","2012","1422.5"
"488","Refined vegetable oils ","Canada","Million dollars","2011","1327.8"
"489","Refined vegetable oils ","Canada","Million dollars","2010","714.3"
"490","Refined vegetable oils ","Canada","Million dollars","2009","589.29999999999995"
"491","Refined vegetable oils ","Canada","Million dollars","2008","876.5"
"492","Refined vegetable oils ","Canada","Million dollars","2007","451.2"
"493","Refined vegetable oils ","Canada","Million dollars","2006","301.7"
"494","Refined vegetable oils ","Canada","Million dollars","2005","259.5"
"495","Refined vegetable oils ","Canada","Million dollars","2004","301.60000000000002"
"496","Refined vegetable oils ","Canada","Million dollars","2003","222.9"
"497","Refined vegetable oils ","Canada","Million dollars","2002","182.4"
"498","Refined vegetable oils ","Canada","Million dollars","2001","158.19999999999999"
"499","Refined vegetable oils ","Canada","Million dollars","2000","158.19999999999999"
"500","Refined vegetable oils ","Canada","Million dollars","1999","196"
"501","Refined vegetable oils ","Indonesia","Million dollars","2023","2103"
"502","Refined vegetable oils ","Indonesia","Million dollars","2022","2859"
"503","Refined vegetable oils ","Indonesia","Million dollars","2021","1953.6"
"504","Refined vegetable oils ","Indonesia","Million dollars","2020","912.6"
"505","Refined vegetable oils ","Indonesia","Million dollars","2019","842.8"
"506","Refined vegetable oils ","Indonesia","Million dollars","2018","1000.5"
"507","Refined vegetable oils ","Indonesia","Million dollars","2017","1162.5999999999999"
"508","Refined vegetable oils ","Indonesia","Million dollars","2016","779.7"
"509","Refined vegetable oils ","Indonesia","Million dollars","2015","555.70000000000005"
"510","Refined vegetable oils ","Indonesia","Million dollars","2014","544.20000000000005"
"511","Refined vegetable oils ","Indonesia","Million dollars","2013","367.7"
"512","Refined vegetable oils ","Indonesia","Million dollars","2012","98.4"
"513","Refined vegetable oils ","Indonesia","Million dollars","2011","151"
"514","Refined vegetable oils ","Indonesia","Million dollars","2010","57.9"
"515","Refined vegetable oils ","Indonesia","Million dollars","2009","81"
"516","Refined vegetable oils ","Indonesia","Million dollars","2008","98.8"
"517","Refined vegetable oils ","Indonesia","Million dollars","2007","55.3"
"518","Refined vegetable oils ","Indonesia","Million dollars","2006","72.400000000000006"
"519","Refined vegetable oils ","Indonesia","Million dollars","2005","49.2"
"520","Refined vegetable oils ","Indonesia","Million dollars","2004","32.9"
"521","Refined vegetable oils ","Indonesia","Million dollars","2003","11.9"
"522","Refined vegetable oils ","Indonesia","Million dollars","2002","15.2"
"523","Refined vegetable oils ","Indonesia","Million dollars","2001","8.3000000000000007"
"524","Refined vegetable oils ","Indonesia","Million dollars","2000","39.4"
"525","Refined vegetable oils ","Indonesia","Million dollars","1999","44.2"
"526","Refined vegetable oils ","Italy","Million dollars","2023","803"
"527","Refined vegetable oils ","Italy","Million dollars","2022","683.2"
"528","Refined vegetable oils ","Italy","Million dollars","2021","551.79999999999995"
"529","Refined vegetable oils ","Italy","Million dollars","2020","527.9"
"530","Refined vegetable oils ","Italy","Million dollars","2019","496.9"
"531","Refined vegetable oils ","Italy","Million dollars","2018","555.6"
"532","Refined vegetable oils ","Italy","Million dollars","2017","581.5"
"533","Refined vegetable oils ","Italy","Million dollars","2016","563.9"
"534","Refined vegetable oils ","Italy","Million dollars","2015","533.20000000000005"
"535","Refined vegetable oils ","Italy","Million dollars","2014","542.1"
"536","Refined vegetable oils ","Italy","Million dollars","2013","557.70000000000005"
"537","Refined vegetable oils ","Italy","Million dollars","2012","530.5"
"538","Refined vegetable oils ","Italy","Million dollars","2011","520.6"
"539","Refined vegetable oils ","Italy","Million dollars","2010","490.5"
"540","Refined vegetable oils ","Italy","Million dollars","2009","526.9"
"541","Refined vegetable oils ","Italy","Million dollars","2008","629.6"
"542","Refined vegetable oils ","Italy","Million dollars","2007","583.4"
"543","Refined vegetable oils ","Italy","Million dollars","2006","629"
"544","Refined vegetable oils ","Italy","Million dollars","2005","566.9"
"545","Refined vegetable oils ","Italy","Million dollars","2004","484.6"
"546","Refined vegetable oils ","Italy","Million dollars","2003","365.7"
"547","Refined vegetable oils ","Italy","Million dollars","2002","318.3"
"548","Refined vegetable oils ","Italy","Million dollars","2001","275.5"
"549","Refined vegetable oils ","Italy","Million dollars","2000","312.60000000000002"
"550","Refined vegetable oils ","Italy","Million dollars","1999","231"
"551","Refined vegetable oils ","Spain","Million dollars","2023","786.6"
"552","Refined vegetable oils ","Spain","Million dollars","2022","835"
"553","Refined vegetable oils ","Spain","Million dollars","2021","487.8"
"554","Refined vegetable oils ","Spain","Million dollars","2020","318.39999999999998"
"555","Refined vegetable oils ","Spain","Million dollars","2019","537.70000000000005"
"556","Refined vegetable oils ","Spain","Million dollars","2018","552.79999999999995"
"557","Refined vegetable oils ","Spain","Million dollars","2017","575.5"
"558","Refined vegetable oils ","Spain","Million dollars","2016","530.4"
"559","Refined vegetable oils ","Spain","Million dollars","2015","339.9"
"560","Refined vegetable oils ","Spain","Million dollars","2014","424.5"
"561","Refined vegetable oils ","Spain","Million dollars","2013","227.6"
"562","Refined vegetable oils ","Spain","Million dollars","2012","226.8"
"563","Refined vegetable oils ","Spain","Million dollars","2011","196"
"564","Refined vegetable oils ","Spain","Million dollars","2010","208.1"
"565","Refined vegetable oils ","Spain","Million dollars","2009","166.7"
"566","Refined vegetable oils ","Spain","Million dollars","2008","197.8"
"567","Refined vegetable oils ","Spain","Million dollars","2007","168.2"
"568","Refined vegetable oils ","Spain","Million dollars","2006","178.5"
"569","Refined vegetable oils ","Spain","Million dollars","2005","151"
"570","Refined vegetable oils ","Spain","Million dollars","2004","126.2"
"571","Refined vegetable oils ","Spain","Million dollars","2003","96.4"
"572","Refined vegetable oils ","Spain","Million dollars","2002","84.7"
"573","Refined vegetable oils ","Spain","Million dollars","2001","56"
"574","Refined vegetable oils ","Spain","Million dollars","2000","63.7"
"575","Refined vegetable oils ","Spain","Million dollars","1999","56.7"
"576","Refined vegetable oils ","Mexico","Million dollars","2023","340.6"
"577","Refined vegetable oils ","Mexico","Million dollars","2022","287.39999999999998"
"578","Refined vegetable oils ","Mexico","Million dollars","2021","209.2"
"579","Refined vegetable oils ","Mexico","Million dollars","2020","205.7"
"580","Refined vegetable oils ","Mexico","Million dollars","2019","145.9"
"581","Refined vegetable oils ","Mexico","Million dollars","2018","136.4"
"582","Refined vegetable oils ","Mexico","Million dollars","2017","103.9"
"583","Refined vegetable oils ","Mexico","Million dollars","2016","97"
"584","Refined vegetable oils ","Mexico","Million dollars","2015","66.7"
"585","Refined vegetable oils ","Mexico","Million dollars","2014","59.5"
"586","Refined vegetable oils ","Mexico","Million dollars","2013","61"
"587","Refined vegetable oils ","Mexico","Million dollars","2012","58.1"
"588","Refined vegetable oils ","Mexico","Million dollars","2011","49.3"
"589","Refined vegetable oils ","Mexico","Million dollars","2010","23.3"
"590","Refined vegetable oils ","Mexico","Million dollars","2009","20.7"
"591","Refined vegetable oils ","Mexico","Million dollars","2008","40.700000000000003"
"592","Refined vegetable oils ","Mexico","Million dollars","2007","31.7"
"593","Refined vegetable oils ","Mexico","Million dollars","2006","26.1"
"594","Refined vegetable oils ","Mexico","Million dollars","2005","21.3"
"595","Refined vegetable oils ","Mexico","Million dollars","2004","18.8"
"596","Refined vegetable oils ","Mexico","Million dollars","2003","12.7"
"597","Refined vegetable oils ","Mexico","Million dollars","2002","8.6999999999999993"
"598","Refined vegetable oils ","Mexico","Million dollars","2001","8.6"
"599","Refined vegetable oils ","Mexico","Million dollars","2000","7.3"
"600","Refined vegetable oils ","Mexico","Million dollars","1999","5.9"
"601","Refined vegetable oils ","Turkey","Million dollars","2023","298.3"
"602","Refined vegetable oils ","Turkey","Million dollars","2022","117.8"
"603","Refined vegetable oils ","Turkey","Million dollars","2021","84.5"
"604","Refined vegetable oils ","Turkey","Million dollars","2020","56.6"
"605","Refined vegetable oils ","Turkey","Million dollars","2019","54.8"
"606","Refined vegetable oils ","Turkey","Million dollars","2018","109"
"607","Refined vegetable oils ","Turkey","Million dollars","2017","69.3"
"608","Refined vegetable oils ","Turkey","Million dollars","2016","23.1"
"609","Refined vegetable oils ","Turkey","Million dollars","2015","18"
"610","Refined vegetable oils ","Turkey","Million dollars","2014","16.399999999999999"
"611","Refined vegetable oils ","Turkey","Million dollars","2013","98.6"
"612","Refined vegetable oils ","Turkey","Million dollars","2012","14.6"
"613","Refined vegetable oils ","Turkey","Million dollars","2011","5.7"
"614","Refined vegetable oils ","Turkey","Million dollars","2010","21.5"
"615","Refined vegetable oils ","Turkey","Million dollars","2009","23.9"
"616","Refined vegetable oils ","Turkey","Million dollars","2008","14.5"
"617","Refined vegetable oils ","Turkey","Million dollars","2007","42.1"
"618","Refined vegetable oils ","Turkey","Million dollars","2006","41.7"
"619","Refined vegetable oils ","Turkey","Million dollars","2005","55.7"
"620","Refined vegetable oils ","Turkey","Million dollars","2004","27.9"
"621","Refined vegetable oils ","Turkey","Million dollars","2003","35.200000000000003"
"622","Refined vegetable oils ","Turkey","Million dollars","2002","12.1"
"623","Refined vegetable oils ","Turkey","Million dollars","2001","22.2"
"624","Refined vegetable oils ","Turkey","Million dollars","2000","13"
"625","Refined vegetable oils ","Turkey","Million dollars","1999","27.9"
"626","Refined vegetable oils ","Rest of world","Million dollars","2023","1569.7"
"627","Refined vegetable oils ","Rest of world","Million dollars","2022","1827"
"628","Refined vegetable oils ","Rest of world","Million dollars","2021","1644.9"
"629","Refined vegetable oils ","Rest of world","Million dollars","2020","1643.3"
"630","Refined vegetable oils ","Rest of world","Million dollars","2019","1304.0999999999999"
"631","Refined vegetable oils ","Rest of world","Million dollars","2018","1565"
"632","Refined vegetable oils ","Rest of world","Million dollars","2017","1433.8"
"633","Refined vegetable oils ","Rest of world","Million dollars","2016","1424.6"
"634","Refined vegetable oils ","Rest of world","Million dollars","2015","1618.5"
"635","Refined vegetable oils ","Rest of world","Million dollars","2014","1585.9"
"636","Refined vegetable oils ","Rest of world","Million dollars","2013","1783.2"
"637","Refined vegetable oils ","Rest of world","Million dollars","2012","2074.8000000000002"
"638","Refined vegetable oils ","Rest of world","Million dollars","2011","2373.9"
"639","Refined vegetable oils ","Rest of world","Million dollars","2010","1550.9"
"640","Refined vegetable oils ","Rest of world","Million dollars","2009","1236.5"
"641","Refined vegetable oils ","Rest of world","Million dollars","2008","1727.1"
"642","Refined vegetable oils ","Rest of world","Million dollars","2007","1054.3"
"643","Refined vegetable oils ","Rest of world","Million dollars","2006","764"
"644","Refined vegetable oils ","Rest of world","Million dollars","2005","598.6"
"645","Refined vegetable oils ","Rest of world","Million dollars","2004","496"
"646","Refined vegetable oils ","Rest of world","Million dollars","2003","341.6"
"647","Refined vegetable oils ","Rest of world","Million dollars","2002","258.7"
"648","Refined vegetable oils ","Rest of world","Million dollars","2001","221.4"
"649","Refined vegetable oils ","Rest of world","Million dollars","2000","256.2"
"650","Refined vegetable oils ","Rest of world","Million dollars","1999","290.3"
"651","Refined vegetable oils ","World","Million dollars","2023","9666"
"652","Refined vegetable oils ","World","Million dollars","2022","9902"
"653","Refined vegetable oils ","World","Million dollars","2021","7513.7"
"654","Refined vegetable oils ","World","Million dollars","2020","5169"
"655","Refined vegetable oils ","World","Million dollars","2019","4905"
"656","Refined vegetable oils ","World","Million dollars","2018","5396.9"
"657","Refined vegetable oils ","World","Million dollars","2017","5452.8"
"658","Refined vegetable oils ","World","Million dollars","2016","4767.6000000000004"
"659","Refined vegetable oils ","World","Million dollars","2015","4305"
"660","Refined vegetable oils ","World","Million dollars","2014","4335.1000000000004"
"661","Refined vegetable oils ","World","Million dollars","2013","4392.5"
"662","Refined vegetable oils ","World","Million dollars","2012","4425.7"
"663","Refined vegetable oils ","World","Million dollars","2011","4624.3"
"664","Refined vegetable oils ","World","Million dollars","2010","3066.5"
"665","Refined vegetable oils ","World","Million dollars","2009","2645"
"666","Refined vegetable oils ","World","Million dollars","2008","3585"
"667","Refined vegetable oils ","World","Million dollars","2007","2386.1999999999998"
"668","Refined vegetable oils ","World","Million dollars","2006","2013.4"
"669","Refined vegetable oils ","World","Million dollars","2005","1702.2"
"670","Refined vegetable oils ","World","Million dollars","2004","1488"
"671","Refined vegetable oils ","World","Million dollars","2003","1086.4000000000001"
"672","Refined vegetable oils ","World","Million dollars","2002","880.1"
"673","Refined vegetable oils ","World","Million dollars","2001","750.2"
"674","Refined vegetable oils ","World","Million dollars","2000","850.4"
"675","Refined vegetable oils ","World","Million dollars","1999","852"
"676","Refined vegetable oils ","World (quantity)","1,000 metric tons","2023","5311"
"677","Refined vegetable oils ","World (quantity)","1,000 metric tons","2022","4813.1000000000004"
"678","Refined vegetable oils ","World (quantity)","1,000 metric tons","2021","4696.1000000000004"
"679","Refined vegetable oils ","World (quantity)","1,000 metric tons","2020","4322.8"
"680","Refined vegetable oils ","World (quantity)","1,000 metric tons","2019","4424.8999999999996"
"681","Refined vegetable oils ","World (quantity)","1,000 metric tons","2018","4266.2"
"682","Refined vegetable oils ","World (quantity)","1,000 metric tons","2017","4140.8"
"683","Refined vegetable oils ","World (quantity)","1,000 metric tons","2016","3930.4"
"684","Refined vegetable oils ","World (quantity)","1,000 metric tons","2015","3487.8"
"685","Refined vegetable oils ","World (quantity)","1,000 metric tons","2014","3245.3"
"686","Refined vegetable oils ","World (quantity)","1,000 metric tons","2013","3317.1"
"687","Refined vegetable oils ","World (quantity)","1,000 metric tons","2012","3032.9"
"688","Refined vegetable oils ","World (quantity)","1,000 metric tons","2011","2990.1"
"689","Refined vegetable oils ","World (quantity)","1,000 metric tons","2010","2535.6999999999998"
"690","Refined vegetable oils ","World (quantity)","1,000 metric tons","2009","2366"
"691","Refined vegetable oils ","World (quantity)","1,000 metric tons","2008","2357"
"692","Refined vegetable oils ","World (quantity)","1,000 metric tons","2007","1980.6"
"693","Refined vegetable oils ","World (quantity)","1,000 metric tons","2006","1773.9"
"694","Refined vegetable oils ","World (quantity)","1,000 metric tons","2005","1466.2"
"695","Refined vegetable oils ","World (quantity)","1,000 metric tons","2004","1288.9000000000001"
"696","Refined vegetable oils ","World (quantity)","1,000 metric tons","2003","1100.8"
"697","Refined vegetable oils ","World (quantity)","1,000 metric tons","2002","1144.3"
"698","Refined vegetable oils ","World (quantity)","1,000 metric tons","2001","1041.5"
"699","Refined vegetable oils ","World (quantity)","1,000 metric tons","2000","1012.5"
"700","Refined vegetable oils ","World (quantity)","1,000 metric tons","1999","943"
"701","Olive oil","Spain","Million dollars","2023","713.1"
"702","Olive oil","Spain","Million dollars","2022","700.4"
"703","Olive oil","Spain","Million dollars","2021","379.3"
"704","Olive oil","Spain","Million dollars","2020","228"
"705","Olive oil","Spain","Million dollars","2019","476.8"
"706","Olive oil","Spain","Million dollars","2018","500.3"
"707","Olive oil","Spain","Million dollars","2017","547.70000000000005"
"708","Olive oil","Spain","Million dollars","2016","511.5"
"709","Olive oil","Spain","Million dollars","2015","323.39999999999998"
"710","Olive oil","Spain","Million dollars","2014","412.3"
"711","Olive oil","Spain","Million dollars","2013","216.8"
"712","Olive oil","Spain","Million dollars","2012","220.5"
"713","Olive oil","Spain","Million dollars","2011","191"
"714","Olive oil","Spain","Million dollars","2010","205.1"
"715","Olive oil","Spain","Million dollars","2009","164"
"716","Olive oil","Spain","Million dollars","2008","192.1"
"717","Olive oil","Spain","Million dollars","2007","163.9"
"718","Olive oil","Spain","Million dollars","2006","175.3"
"719","Olive oil","Spain","Million dollars","2005","148.69999999999999"
"720","Olive oil","Spain","Million dollars","2004","124"
"721","Olive oil","Spain","Million dollars","2003","95.1"
"722","Olive oil","Spain","Million dollars","2002","83.6"
"723","Olive oil","Spain","Million dollars","2001","54.7"
"724","Olive oil","Spain","Million dollars","2000","63.2"
"725","Olive oil","Spain","Million dollars","1999","56"
"726","Olive oil","Italy","Million dollars","2023","706.7"
"727","Olive oil","Italy","Million dollars","2022","609.6"
"728","Olive oil","Italy","Million dollars","2021","511.3"
"729","Olive oil","Italy","Million dollars","2020","505.2"
"730","Olive oil","Italy","Million dollars","2019","478.9"
"731","Olive oil","Italy","Million dollars","2018","537.29999999999995"
"732","Olive oil","Italy","Million dollars","2017","561.79999999999995"
"733","Olive oil","Italy","Million dollars","2016","547.6"
"734","Olive oil","Italy","Million dollars","2015","510.9"
"735","Olive oil","Italy","Million dollars","2014","522.29999999999995"
"736","Olive oil","Italy","Million dollars","2013","540"
"737","Olive oil","Italy","Million dollars","2012","514.1"
"738","Olive oil","Italy","Million dollars","2011","504.1"
"739","Olive oil","Italy","Million dollars","2010","478.1"
"740","Olive oil","Italy","Million dollars","2009","517.29999999999995"
"741","Olive oil","Italy","Million dollars","2008","618.9"
"742","Olive oil","Italy","Million dollars","2007","575.4"
"743","Olive oil","Italy","Million dollars","2006","618.6"
"744","Olive oil","Italy","Million dollars","2005","561"
"745","Olive oil","Italy","Million dollars","2004","480.3"
"746","Olive oil","Italy","Million dollars","2003","361.7"
"747","Olive oil","Italy","Million dollars","2002","315.8"
"748","Olive oil","Italy","Million dollars","2001","273.60000000000002"
"749","Olive oil","Italy","Million dollars","2000","310.5"
"750","Olive oil","Italy","Million dollars","1999","229.9"
"751","Olive oil","Tunisia","Million dollars","2023","215.8"
"752","Olive oil","Tunisia","Million dollars","2022","193.9"
"753","Olive oil","Tunisia","Million dollars","2021","225.5"
"754","Olive oil","Tunisia","Million dollars","2020","270.7"
"755","Olive oil","Tunisia","Million dollars","2019","97"
"756","Olive oil","Tunisia","Million dollars","2018","180.3"
"757","Olive oil","Tunisia","Million dollars","2017","61.8"
"758","Olive oil","Tunisia","Million dollars","2016","76.2"
"759","Olive oil","Tunisia","Million dollars","2015","185.2"
"760","Olive oil","Tunisia","Million dollars","2014","48.4"
"761","Olive oil","Tunisia","Million dollars","2013","106.5"
"762","Olive oil","Tunisia","Million dollars","2012","100.7"
"763","Olive oil","Tunisia","Million dollars","2011","73.599999999999994"
"764","Olive oil","Tunisia","Million dollars","2010","80"
"765","Olive oil","Tunisia","Million dollars","2009","97.1"
"766","Olive oil","Tunisia","Million dollars","2008","96.9"
"767","Olive oil","Tunisia","Million dollars","2007","65.7"
"768","Olive oil","Tunisia","Million dollars","2006","56.1"
"769","Olive oil","Tunisia","Million dollars","2005","20.399999999999999"
"770","Olive oil","Tunisia","Million dollars","2004","39.299999999999997"
"771","Olive oil","Tunisia","Million dollars","2003","4.0999999999999996"
"772","Olive oil","Tunisia","Million dollars","2002","2.9"
"773","Olive oil","Tunisia","Million dollars","2001","8.9"
"774","Olive oil","Tunisia","Million dollars","2000","9.5"
"775","Olive oil","Tunisia","Million dollars","1999","4.0999999999999996"
"776","Olive oil","Turkey","Million dollars","2023","212.7"
"777","Olive oil","Turkey","Million dollars","2022","76.3"
"778","Olive oil","Turkey","Million dollars","2021","50.3"
"779","Olive oil","Turkey","Million dollars","2020","38.700000000000003"
"780","Olive oil","Turkey","Million dollars","2019","45.8"
"781","Olive oil","Turkey","Million dollars","2018","102.3"
"782","Olive oil","Turkey","Million dollars","2017","63.2"
"783","Olive oil","Turkey","Million dollars","2016","19.8"
"784","Olive oil","Turkey","Million dollars","2015","14.4"
"785","Olive oil","Turkey","Million dollars","2014","14.1"
"786","Olive oil","Turkey","Million dollars","2013","97"
"787","Olive oil","Turkey","Million dollars","2012","13.2"
"788","Olive oil","Turkey","Million dollars","2011","4.4000000000000004"
"789","Olive oil","Turkey","Million dollars","2010","19.100000000000001"
"790","Olive oil","Turkey","Million dollars","2009","23"
"791","Olive oil","Turkey","Million dollars","2008","13.3"
"792","Olive oil","Turkey","Million dollars","2007","41.8"
"793","Olive oil","Turkey","Million dollars","2006","41.4"
"794","Olive oil","Turkey","Million dollars","2005","55.6"
"795","Olive oil","Turkey","Million dollars","2004","27.7"
"796","Olive oil","Turkey","Million dollars","2003","28.5"
"797","Olive oil","Turkey","Million dollars","2002","12"
"798","Olive oil","Turkey","Million dollars","2001","22"
"799","Olive oil","Turkey","Million dollars","2000","11"
"800","Olive oil","Turkey","Million dollars","1999","27.6"
"801","Olive oil","Greece","Million dollars","2023","100.9"
"802","Olive oil","Greece","Million dollars","2022","58.7"
"803","Olive oil","Greece","Million dollars","2021","49.8"
"804","Olive oil","Greece","Million dollars","2020","41.9"
"805","Olive oil","Greece","Million dollars","2019","43"
"806","Olive oil","Greece","Million dollars","2018","50.4"
"807","Olive oil","Greece","Million dollars","2017","43.4"
"808","Olive oil","Greece","Million dollars","2016","38.700000000000003"
"809","Olive oil","Greece","Million dollars","2015","36.299999999999997"
"810","Olive oil","Greece","Million dollars","2014","23.8"
"811","Olive oil","Greece","Million dollars","2013","29.7"
"812","Olive oil","Greece","Million dollars","2012","18.5"
"813","Olive oil","Greece","Million dollars","2011","17.600000000000001"
"814","Olive oil","Greece","Million dollars","2010","17.5"
"815","Olive oil","Greece","Million dollars","2009","19"
"816","Olive oil","Greece","Million dollars","2008","19.3"
"817","Olive oil","Greece","Million dollars","2007","24.6"
"818","Olive oil","Greece","Million dollars","2006","20.5"
"819","Olive oil","Greece","Million dollars","2005","15.1"
"820","Olive oil","Greece","Million dollars","2004","12.5"
"821","Olive oil","Greece","Million dollars","2003","12.3"
"822","Olive oil","Greece","Million dollars","2002","10.8"
"823","Olive oil","Greece","Million dollars","2001","9.6"
"824","Olive oil","Greece","Million dollars","2000","10.199999999999999"
"825","Olive oil","Greece","Million dollars","1999","8.5"
"826","Olive oil","Rest of world","Million dollars","2023","229.8"
"827","Olive oil","Rest of world","Million dollars","2022","157.69999999999999"
"828","Olive oil","Rest of world","Million dollars","2021","216.7"
"829","Olive oil","Rest of world","Million dollars","2020","226.4"
"830","Olive oil","Rest of world","Million dollars","2019","122"
"831","Olive oil","Rest of world","Million dollars","2018","106.2"
"832","Olive oil","Rest of world","Million dollars","2017","136.80000000000001"
"833","Olive oil","Rest of world","Million dollars","2016","97.4"
"834","Olive oil","Rest of world","Million dollars","2015","116.5"
"835","Olive oil","Rest of world","Million dollars","2014","62.8"
"836","Olive oil","Rest of world","Million dollars","2013","88.6"
"837","Olive oil","Rest of world","Million dollars","2012","65.2"
"838","Olive oil","Rest of world","Million dollars","2011","128.80000000000001"
"839","Olive oil","Rest of world","Million dollars","2010","64.099999999999994"
"840","Olive oil","Rest of world","Million dollars","2009","57.6"
"841","Olive oil","Rest of world","Million dollars","2008","65.7"
"842","Olive oil","Rest of world","Million dollars","2007","68.3"
"843","Olive oil","Rest of world","Million dollars","2006","68.900000000000006"
"844","Olive oil","Rest of world","Million dollars","2005","57.9"
"845","Olive oil","Rest of world","Million dollars","2004","34.299999999999997"
"846","Olive oil","Rest of world","Million dollars","2003","18.100000000000001"
"847","Olive oil","Rest of world","Million dollars","2002","11.4"
"848","Olive oil","Rest of world","Million dollars","2001","7"
"849","Olive oil","Rest of world","Million dollars","2000","8.9"
"850","Olive oil","Rest of world","Million dollars","1999","10.8"
"851","Olive oil","World","Million dollars","2023","2179"
"852","Olive oil","World","Million dollars","2022","1796.6"
"853","Olive oil","World","Million dollars","2021","1432.9"
"854","Olive oil","World","Million dollars","2020","1310.9"
"855","Olive oil","World","Million dollars","2019","1263.5"
"856","Olive oil","World","Million dollars","2018","1476.8"
"857","Olive oil","World","Million dollars","2017","1414.7"
"858","Olive oil","World","Million dollars","2016","1291.2"
"859","Olive oil","World","Million dollars","2015","1186.7"
"860","Olive oil","World","Million dollars","2014","1083.7"
"861","Olive oil","World","Million dollars","2013","1078.5999999999999"
"862","Olive oil","World","Million dollars","2012","932.2"
"863","Olive oil","World","Million dollars","2011","919.5"
"864","Olive oil","World","Million dollars","2010","863.9"
"865","Olive oil","World","Million dollars","2009","878"
"866","Olive oil","World","Million dollars","2008","1006.2"
"867","Olive oil","World","Million dollars","2007","939.7"
"868","Olive oil","World","Million dollars","2006","980.8"
"869","Olive oil","World","Million dollars","2005","858.7"
"870","Olive oil","World","Million dollars","2004","718.1"
"871","Olive oil","World","Million dollars","2003","519.79999999999995"
"872","Olive oil","World","Million dollars","2002","436.5"
"873","Olive oil","World","Million dollars","2001","375.8"
"874","Olive oil","World","Million dollars","2000","413.3"
"875","Olive oil","World","Million dollars","1999","336.9"
