"","group","country","units","year","amount"
"412","Fresh vegetables ","Rest of world","Million dollars","2012","257"
"413","Fresh vegetables ","Rest of world","Million dollars","2011","269.5"
"414","Fresh vegetables ","Rest of world","Million dollars","2010","249.3"
"415","Fresh vegetables ","Rest of world","Million dollars","2009","239.3"
"416","Fresh vegetables ","Rest of world","Million dollars","2008","229.4"
"417","Fresh vegetables ","Rest of world","Million dollars","2007","233.8"
"418","Fresh vegetables ","Rest of world","Million dollars","2006","231.9"
"419","Fresh vegetables ","Rest of world","Million dollars","2005","223"
"420","Fresh vegetables ","Rest of world","Million dollars","2004","259.10000000000002"
"421","Fresh vegetables ","Rest of world","Million dollars","2003","253.3"
"422","Fresh vegetables ","Rest of world","Million dollars","2002","249.9"
"423","Fresh vegetables ","Rest of world","Million dollars","2001","243.7"
"424","Fresh vegetables ","Rest of world","Million dollars","2000","221.8"
"425","Fresh vegetables ","Rest of world","Million dollars","1999","249.6"
"426","Fresh vegetables ","World","Million dollars","2023","12398.6"
"427","Fresh vegetables ","World","Million dollars","2022","11220.5"
"428","Fresh vegetables ","World","Million dollars","2021","10729.4"
"429","Fresh vegetables ","World","Million dollars","2020","10195.1"
"430","Fresh vegetables ","World","Million dollars","2019","9091.5"
"431","Fresh vegetables ","World","Million dollars","2018","8487.4"
"432","Fresh vegetables ","World","Million dollars","2017","7993.5"
"433","Fresh vegetables ","World","Million dollars","2016","8051"
"434","Fresh vegetables ","World","Million dollars","2015","7081"
"435","Fresh vegetables ","World","Million dollars","2014","6814.4"
"436","Fresh vegetables ","World","Million dollars","2013","6782.4"
"437","Fresh vegetables ","World","Million dollars","2012","5904.6"
"438","Fresh vegetables ","World","Million dollars","2011","5899.7"
"439","Fresh vegetables ","World","Million dollars","2010","5364"
"440","Fresh vegetables ","World","Million dollars","2009","4328"
"441","Fresh vegetables ","World","Million dollars","2008","4496.2"
"442","Fresh vegetables ","World","Million dollars","2007","4270.5"
"443","Fresh vegetables ","World","Million dollars","2006","3972.1"
"444","Fresh vegetables ","World","Million dollars","2005","3563.9"
"445","Fresh vegetables ","World","Million dollars","2004","3345.5"
"446","Fresh vegetables ","World","Million dollars","2003","2981.1"
"447","Fresh vegetables ","World","Million dollars","2002","2546.4"
"448","Fresh vegetables ","World","Million dollars","2001","2443"
"449","Fresh vegetables ","World","Million dollars","2000","2148"
"450","Fresh vegetables ","World","Million dollars","1999","2014"
"451","Fresh vegetables ","World (quantity)","1,000 metric tons","2023","9284.1"
"452","Fresh vegetables ","World (quantity)","1,000 metric tons","2022","9010.2999999999993"
"453","Fresh vegetables ","World (quantity)","1,000 metric tons","2021","8983.1"
"454","Fresh vegetables ","World (quantity)","1,000 metric tons","2020","8376.7999999999993"
"455","Fresh vegetables ","World (quantity)","1,000 metric tons","2019","8117"
"456","Fresh vegetables ","World (quantity)","1,000 metric tons","2018","7888.3"
"457","Fresh vegetables ","World (quantity)","1,000 metric tons","2017","7572.9"
"458","Fresh vegetables ","World (quantity)","1,000 metric tons","2016","7356.1"
"459","Fresh vegetables ","World (quantity)","1,000 metric tons","2015","6605"
"460","Fresh vegetables ","World (quantity)","1,000 metric tons","2014","6538.2"
"461","Fresh vegetables ","World (quantity)","1,000 metric tons","2013","6148.4"
"462","Fresh vegetables ","World (quantity)","1,000 metric tons","2012","5788.9"
"463","Fresh vegetables ","World (quantity)","1,000 metric tons","2011","5664"
"464","Fresh vegetables ","World (quantity)","1,000 metric tons","2010","5498.6"
"465","Fresh vegetables ","World (quantity)","1,000 metric tons","2009","4705.1000000000004"
"466","Fresh vegetables ","World (quantity)","1,000 metric tons","2008","4633.2"
"467","Fresh vegetables ","World (quantity)","1,000 metric tons","2007","4539.7"
"468","Fresh vegetables ","World (quantity)","1,000 metric tons","2006","4066.3"
"469","Fresh vegetables ","World (quantity)","1,000 metric tons","2005","3883.3"
"470","Fresh vegetables ","World (quantity)","1,000 metric tons","2004","3684.5"
"471","Fresh vegetables ","World (quantity)","1,000 metric tons","2003","3603.2"
"472","Fresh vegetables ","World (quantity)","1,000 metric tons","2002","3435.7"
"473","Fresh vegetables ","World (quantity)","1,000 metric tons","2001","3152.3"
"474","Fresh vegetables ","World (quantity)","1,000 metric tons","2000","2918.7"
"475","Fresh vegetables ","World (quantity)","1,000 metric tons","1999","2990.6"
"476","Frozen vegetables","Mexico","Million dollars","2023","655.4"
"477","Frozen vegetables","Mexico","Million dollars","2022","597.9"
"478","Frozen vegetables","Mexico","Million dollars","2021","530.20000000000005"
"479","Frozen vegetables","Mexico","Million dollars","2020","554.9"
"480","Frozen vegetables","Mexico","Million dollars","2019","504.3"
"481","Frozen vegetables","Mexico","Million dollars","2018","468.4"
"482","Frozen vegetables","Mexico","Million dollars","2017","426.4"
"483","Frozen vegetables","Mexico","Million dollars","2016","444.6"
"484","Frozen vegetables","Mexico","Million dollars","2015","424.1"
"485","Frozen vegetables","Mexico","Million dollars","2014","395.3"
"486","Frozen vegetables","Mexico","Million dollars","2013","371.5"
"487","Frozen vegetables","Mexico","Million dollars","2012","355.3"
"488","Frozen vegetables","Mexico","Million dollars","2011","352.4"
"489","Frozen vegetables","Mexico","Million dollars","2010","299.60000000000002"
"490","Frozen vegetables","Mexico","Million dollars","2009","268.3"
"491","Frozen vegetables","Mexico","Million dollars","2008","274.89999999999998"
"492","Frozen vegetables","Mexico","Million dollars","2007","230.2"
"493","Frozen vegetables","Mexico","Million dollars","2006","197.9"
"494","Frozen vegetables","Mexico","Million dollars","2005","210.3"
"495","Frozen vegetables","Mexico","Million dollars","2004","188.1"
"496","Frozen vegetables","Mexico","Million dollars","2003","167.7"
"497","Frozen vegetables","Mexico","Million dollars","2002","158.80000000000001"
"498","Frozen vegetables","Mexico","Million dollars","2001","156.5"
"499","Frozen vegetables","Mexico","Million dollars","2000","149.4"
"500","Frozen vegetables","Mexico","Million dollars","1999","155.6"
"501","Frozen vegetables","Canada","Million dollars","2023","159.5"
"502","Frozen vegetables","Canada","Million dollars","2022","154"
"503","Frozen vegetables","Canada","Million dollars","2021","130.4"
"504","Frozen vegetables","Canada","Million dollars","2020","127.2"
"505","Frozen vegetables","Canada","Million dollars","2019","137.80000000000001"
"506","Frozen vegetables","Canada","Million dollars","2018","144.6"
"507","Frozen vegetables","Canada","Million dollars","2017","147.30000000000001"
"508","Frozen vegetables","Canada","Million dollars","2016","134.69999999999999"
"509","Frozen vegetables","Canada","Million dollars","2015","142.6"
"510","Frozen vegetables","Canada","Million dollars","2014","134.6"
"511","Frozen vegetables","Canada","Million dollars","2013","133.30000000000001"
"512","Frozen vegetables","Canada","Million dollars","2012","136.5"
"513","Frozen vegetables","Canada","Million dollars","2011","130.5"
"514","Frozen vegetables","Canada","Million dollars","2010","118.6"
"515","Frozen vegetables","Canada","Million dollars","2009","118.5"
"516","Frozen vegetables","Canada","Million dollars","2008","121.6"
"517","Frozen vegetables","Canada","Million dollars","2007","110.2"
"518","Frozen vegetables","Canada","Million dollars","2006","92.2"
"519","Frozen vegetables","Canada","Million dollars","2005","83.8"
"520","Frozen vegetables","Canada","Million dollars","2004","82.6"
"521","Frozen vegetables","Canada","Million dollars","2003","73.3"
"522","Frozen vegetables","Canada","Million dollars","2002","58.9"
"523","Frozen vegetables","Canada","Million dollars","2001","49.7"
"524","Frozen vegetables","Canada","Million dollars","2000","51.1"
"525","Frozen vegetables","Canada","Million dollars","1999","53.9"
"526","Frozen vegetables","Guatemala","Million dollars","2023","74.599999999999994"
"527","Frozen vegetables","Guatemala","Million dollars","2022","78.599999999999994"
"528","Frozen vegetables","Guatemala","Million dollars","2021","78.599999999999994"
"529","Frozen vegetables","Guatemala","Million dollars","2020","71.900000000000006"
"530","Frozen vegetables","Guatemala","Million dollars","2019","60.9"
"531","Frozen vegetables","Guatemala","Million dollars","2018","70.599999999999994"
"532","Frozen vegetables","Guatemala","Million dollars","2017","52.7"
"533","Frozen vegetables","Guatemala","Million dollars","2016","59.7"
"534","Frozen vegetables","Guatemala","Million dollars","2015","61"
"535","Frozen vegetables","Guatemala","Million dollars","2014","68.2"
"536","Frozen vegetables","Guatemala","Million dollars","2013","63.4"
"537","Frozen vegetables","Guatemala","Million dollars","2012","69.599999999999994"
"538","Frozen vegetables","Guatemala","Million dollars","2011","54.4"
"539","Frozen vegetables","Guatemala","Million dollars","2010","38.799999999999997"
"540","Frozen vegetables","Guatemala","Million dollars","2009","54.7"
"541","Frozen vegetables","Guatemala","Million dollars","2008","70.8"
"542","Frozen vegetables","Guatemala","Million dollars","2007","46.4"
"543","Frozen vegetables","Guatemala","Million dollars","2006","37.799999999999997"
"544","Frozen vegetables","Guatemala","Million dollars","2005","37"
"545","Frozen vegetables","Guatemala","Million dollars","2004","42.7"
"546","Frozen vegetables","Guatemala","Million dollars","2003","37.299999999999997"
"547","Frozen vegetables","Guatemala","Million dollars","2002","30.7"
"548","Frozen vegetables","Guatemala","Million dollars","2001","24.7"
"549","Frozen vegetables","Guatemala","Million dollars","2000","29.7"
"550","Frozen vegetables","Guatemala","Million dollars","1999","33.9"
"551","Frozen vegetables","China","Million dollars","2023","71"
"552","Frozen vegetables","China","Million dollars","2022","69.8"
"553","Frozen vegetables","China","Million dollars","2021","62"
"554","Frozen vegetables","China","Million dollars","2020","75.599999999999994"
"555","Frozen vegetables","China","Million dollars","2019","73.599999999999994"
"556","Frozen vegetables","China","Million dollars","2018","83.4"
"557","Frozen vegetables","China","Million dollars","2017","78.400000000000006"
"558","Frozen vegetables","China","Million dollars","2016","69.8"
"559","Frozen vegetables","China","Million dollars","2015","67.900000000000006"
"560","Frozen vegetables","China","Million dollars","2014","63.5"
"561","Frozen vegetables","China","Million dollars","2013","58.9"
"562","Frozen vegetables","China","Million dollars","2012","70.3"
"563","Frozen vegetables","China","Million dollars","2011","75.3"
"564","Frozen vegetables","China","Million dollars","2010","66.599999999999994"
"565","Frozen vegetables","China","Million dollars","2009","73.7"
"566","Frozen vegetables","China","Million dollars","2008","72.400000000000006"
"567","Frozen vegetables","China","Million dollars","2007","65.8"
"568","Frozen vegetables","China","Million dollars","2006","48.3"
"569","Frozen vegetables","China","Million dollars","2005","33.799999999999997"
"570","Frozen vegetables","China","Million dollars","2004","29.9"
"571","Frozen vegetables","China","Million dollars","2003","18.7"
"572","Frozen vegetables","China","Million dollars","2002","16.2"
"573","Frozen vegetables","China","Million dollars","2001","15.9"
"574","Frozen vegetables","China","Million dollars","2000","15.2"
"575","Frozen vegetables","China","Million dollars","1999","17.899999999999999"
"576","Frozen vegetables","Ecuador","Million dollars","2023","66.099999999999994"
"577","Frozen vegetables","Ecuador","Million dollars","2022","55.8"
"578","Frozen vegetables","Ecuador","Million dollars","2021","54.3"
"579","Frozen vegetables","Ecuador","Million dollars","2020","55.3"
"580","Frozen vegetables","Ecuador","Million dollars","2019","49.2"
"581","Frozen vegetables","Ecuador","Million dollars","2018","41.3"
"582","Frozen vegetables","Ecuador","Million dollars","2017","40"
"583","Frozen vegetables","Ecuador","Million dollars","2016","34.5"
"584","Frozen vegetables","Ecuador","Million dollars","2015","33.1"
"585","Frozen vegetables","Ecuador","Million dollars","2014","27.2"
"586","Frozen vegetables","Ecuador","Million dollars","2013","22"
"587","Frozen vegetables","Ecuador","Million dollars","2012","26.8"
"588","Frozen vegetables","Ecuador","Million dollars","2011","23.5"
"589","Frozen vegetables","Ecuador","Million dollars","2010","24.8"
"590","Frozen vegetables","Ecuador","Million dollars","2009","25.9"
"591","Frozen vegetables","Ecuador","Million dollars","2008","26.7"
"592","Frozen vegetables","Ecuador","Million dollars","2007","26.6"
"593","Frozen vegetables","Ecuador","Million dollars","2006","20.5"
"594","Frozen vegetables","Ecuador","Million dollars","2005","15.4"
"595","Frozen vegetables","Ecuador","Million dollars","2004","13.6"
"596","Frozen vegetables","Ecuador","Million dollars","2003","12.2"
"597","Frozen vegetables","Ecuador","Million dollars","2002","9"
"598","Frozen vegetables","Ecuador","Million dollars","2001","5.9"
"599","Frozen vegetables","Ecuador","Million dollars","2000","2.7"
"600","Frozen vegetables","Ecuador","Million dollars","1999","1.8"
"601","Frozen vegetables","Belgium","Million dollars","2023","56.4"
"602","Frozen vegetables","Belgium","Million dollars","2022","59.5"
"603","Frozen vegetables","Belgium","Million dollars","2021","56.2"
"604","Frozen vegetables","Belgium","Million dollars","2020","57.7"
"605","Frozen vegetables","Belgium","Million dollars","2019","41.4"
"606","Frozen vegetables","Belgium","Million dollars","2018","32.299999999999997"
"607","Frozen vegetables","Belgium","Million dollars","2017","23.1"
"608","Frozen vegetables","Belgium","Million dollars","2016","27.3"
"609","Frozen vegetables","Belgium","Million dollars","2015","27.2"
"610","Frozen vegetables","Belgium","Million dollars","2014","21"
"611","Frozen vegetables","Belgium","Million dollars","2013","16.600000000000001"
"612","Frozen vegetables","Belgium","Million dollars","2012","18.8"
"613","Frozen vegetables","Belgium","Million dollars","2011","15.2"
"614","Frozen vegetables","Belgium","Million dollars","2010","8.6999999999999993"
"615","Frozen vegetables","Belgium","Million dollars","2009","10.1"
"616","Frozen vegetables","Belgium","Million dollars","2008","13.2"
"617","Frozen vegetables","Belgium","Million dollars","2007","10.8"
"618","Frozen vegetables","Belgium","Million dollars","2006","9.9"
"619","Frozen vegetables","Belgium","Million dollars","2005","11.3"
"620","Frozen vegetables","Belgium","Million dollars","2004","9.6999999999999993"
"621","Frozen vegetables","Belgium","Million dollars","2003","9.8000000000000007"
"622","Frozen vegetables","Belgium","Million dollars","2002","6.8"
"623","Frozen vegetables","Belgium","Million dollars","2001","4.9000000000000004"
"624","Frozen vegetables","Belgium","Million dollars","2000","3.6"
"625","Frozen vegetables","Belgium","Million dollars","1999","2.8"
"626","Frozen vegetables","Rest of world","Million dollars","2023","262.8"
"627","Frozen vegetables","Rest of world","Million dollars","2022","277.39999999999998"
"628","Frozen vegetables","Rest of world","Million dollars","2021","262.60000000000002"
"629","Frozen vegetables","Rest of world","Million dollars","2020","246.2"
"630","Frozen vegetables","Rest of world","Million dollars","2019","220"
"631","Frozen vegetables","Rest of world","Million dollars","2018","205.7"
"632","Frozen vegetables","Rest of world","Million dollars","2017","164.9"
"633","Frozen vegetables","Rest of world","Million dollars","2016","149.80000000000001"
"634","Frozen vegetables","Rest of world","Million dollars","2015","134.4"
"635","Frozen vegetables","Rest of world","Million dollars","2014","123.5"
"636","Frozen vegetables","Rest of world","Million dollars","2013","117.2"
"637","Frozen vegetables","Rest of world","Million dollars","2012","120.7"
"638","Frozen vegetables","Rest of world","Million dollars","2011","103.2"
"639","Frozen vegetables","Rest of world","Million dollars","2010","73.599999999999994"
"640","Frozen vegetables","Rest of world","Million dollars","2009","76.5"
"641","Frozen vegetables","Rest of world","Million dollars","2008","88.1"
"642","Frozen vegetables","Rest of world","Million dollars","2007","75.400000000000006"
"643","Frozen vegetables","Rest of world","Million dollars","2006","62"
"644","Frozen vegetables","Rest of world","Million dollars","2005","47.4"
"645","Frozen vegetables","Rest of world","Million dollars","2004","53.5"
"646","Frozen vegetables","Rest of world","Million dollars","2003","48.4"
"647","Frozen vegetables","Rest of world","Million dollars","2002","35.1"
"648","Frozen vegetables","Rest of world","Million dollars","2001","25.7"
"649","Frozen vegetables","Rest of world","Million dollars","2000","21.4"
"650","Frozen vegetables","Rest of world","Million dollars","1999","23.5"
"651","Frozen vegetables","World","Million dollars","2023","1345.8"
"652","Frozen vegetables","World","Million dollars","2022","1293"
"653","Frozen vegetables","World","Million dollars","2021","1174.3"
"654","Frozen vegetables","World","Million dollars","2020","1188.8"
"655","Frozen vegetables","World","Million dollars","2019","1087.2"
"656","Frozen vegetables","World","Million dollars","2018","1046.3"
"657","Frozen vegetables","World","Million dollars","2017","932.8"
"658","Frozen vegetables","World","Million dollars","2016","920.4"
"659","Frozen vegetables","World","Million dollars","2015","890.3"
"660","Frozen vegetables","World","Million dollars","2014","833.3"
"661","Frozen vegetables","World","Million dollars","2013","782.9"
"662","Frozen vegetables","World","Million dollars","2012","798"
"663","Frozen vegetables","World","Million dollars","2011","754.5"
"664","Frozen vegetables","World","Million dollars","2010","630.70000000000005"
"665","Frozen vegetables","World","Million dollars","2009","627.70000000000005"
"666","Frozen vegetables","World","Million dollars","2008","667.7"
"667","Frozen vegetables","World","Million dollars","2007","565.4"
"668","Frozen vegetables","World","Million dollars","2006","468.6"
"669","Frozen vegetables","World","Million dollars","2005","439"
"670","Frozen vegetables","World","Million dollars","2004","420.1"
"671","Frozen vegetables","World","Million dollars","2003","367.4"
"672","Frozen vegetables","World","Million dollars","2002","315.5"
"673","Frozen vegetables","World","Million dollars","2001","283.3"
"674","Frozen vegetables","World","Million dollars","2000","273.10000000000002"
"675","Frozen vegetables","World","Million dollars","1999","289.39999999999998"
"676","Frozen vegetables","World (quantity)","1,000 metric tons","2023","899.8"
"677","Frozen vegetables","World (quantity)","1,000 metric tons","2022","950.5"
"678","Frozen vegetables","World (quantity)","1,000 metric tons","2021","907.2"
"679","Frozen vegetables","World (quantity)","1,000 metric tons","2020","944"
"680","Frozen vegetables","World (quantity)","1,000 metric tons","2019","875.2"
"681","Frozen vegetables","World (quantity)","1,000 metric tons","2018","845.6"
"682","Frozen vegetables","World (quantity)","1,000 metric tons","2017","779.1"
"683","Frozen vegetables","World (quantity)","1,000 metric tons","2016","771"
"684","Frozen vegetables","World (quantity)","1,000 metric tons","2015","767.4"
"685","Frozen vegetables","World (quantity)","1,000 metric tons","2014","704.5"
"686","Frozen vegetables","World (quantity)","1,000 metric tons","2013","663.9"
"687","Frozen vegetables","World (quantity)","1,000 metric tons","2012","699.5"
"688","Frozen vegetables","World (quantity)","1,000 metric tons","2011","698.9"
"689","Frozen vegetables","World (quantity)","1,000 metric tons","2010","615.29999999999995"
"690","Frozen vegetables","World (quantity)","1,000 metric tons","2009","614.9"
"691","Frozen vegetables","World (quantity)","1,000 metric tons","2008","673.6"
"692","Frozen vegetables","World (quantity)","1,000 metric tons","2007","615.79999999999995"
"693","Frozen vegetables","World (quantity)","1,000 metric tons","2006","522.6"
"694","Frozen vegetables","World (quantity)","1,000 metric tons","2005","519.20000000000005"
"695","Frozen vegetables","World (quantity)","1,000 metric tons","2004","517.1"
"696","Frozen vegetables","World (quantity)","1,000 metric tons","2003","449.2"
"697","Frozen vegetables","World (quantity)","1,000 metric tons","2002","392.1"
"698","Frozen vegetables","World (quantity)","1,000 metric tons","2001","358.2"
"699","Frozen vegetables","World (quantity)","1,000 metric tons","2000","352.2"
"700","Frozen vegetables","World (quantity)","1,000 metric tons","1999","376.3"
"701","Dried vegetables ","Canada","Million dollars","2023","359.1"
"702","Dried vegetables ","Canada","Million dollars","2022","384.7"
"703","Dried vegetables ","Canada","Million dollars","2021","292.8"
"704","Dried vegetables ","Canada","Million dollars","2020","191.3"
"705","Dried vegetables ","Canada","Million dollars","2019","180.1"
"706","Dried vegetables ","Canada","Million dollars","2018","211.6"
"707","Dried vegetables ","Canada","Million dollars","2017","210.2"
"708","Dried vegetables ","Canada","Million dollars","2016","179.4"
"709","Dried vegetables ","Canada","Million dollars","2015","172.3"
"710","Dried vegetables ","Canada","Million dollars","2014","186.6"
"711","Dried vegetables ","Canada","Million dollars","2013","156"
"712","Dried vegetables ","Canada","Million dollars","2012","147.1"
"713","Dried vegetables ","Canada","Million dollars","2011","108.7"
"714","Dried vegetables ","Canada","Million dollars","2010","73.400000000000006"
"715","Dried vegetables ","Canada","Million dollars","2009","102.7"
"716","Dried vegetables ","Canada","Million dollars","2008","106.6"
"717","Dried vegetables ","Canada","Million dollars","2007","81.3"
"718","Dried vegetables ","Canada","Million dollars","2006","61.9"
"719","Dried vegetables ","Canada","Million dollars","2005","66.900000000000006"
"720","Dried vegetables ","Canada","Million dollars","2004","68.5"
"721","Dried vegetables ","Canada","Million dollars","2003","61.7"
"722","Dried vegetables ","Canada","Million dollars","2002","72"
"723","Dried vegetables ","Canada","Million dollars","2001","53.2"
"724","Dried vegetables ","Canada","Million dollars","2000","35.6"
"725","Dried vegetables ","Canada","Million dollars","1999","30"
"726","Dried vegetables ","China","Million dollars","2023","110.8"
"727","Dried vegetables ","China","Million dollars","2022","141.80000000000001"
"728","Dried vegetables ","China","Million dollars","2021","123.2"
"729","Dried vegetables ","China","Million dollars","2020","120.6"
"730","Dried vegetables ","China","Million dollars","2019","111.4"
"731","Dried vegetables ","China","Million dollars","2018","182.2"
"732","Dried vegetables ","China","Million dollars","2017","205.5"
"733","Dried vegetables ","China","Million dollars","2016","215.6"
"734","Dried vegetables ","China","Million dollars","2015","191.1"
"735","Dried vegetables ","China","Million dollars","2014","175.6"
"736","Dried vegetables ","China","Million dollars","2013","173.5"
"737","Dried vegetables ","China","Million dollars","2012","166.3"
"738","Dried vegetables ","China","Million dollars","2011","195.6"
"739","Dried vegetables ","China","Million dollars","2010","156"
"740","Dried vegetables ","China","Million dollars","2009","105.1"
"741","Dried vegetables ","China","Million dollars","2008","125.6"
"742","Dried vegetables ","China","Million dollars","2007","125.4"
"743","Dried vegetables ","China","Million dollars","2006","107.9"
"744","Dried vegetables ","China","Million dollars","2005","69.5"
"745","Dried vegetables ","China","Million dollars","2004","58.9"
"746","Dried vegetables ","China","Million dollars","2003","49.5"
"747","Dried vegetables ","China","Million dollars","2002","46"
"748","Dried vegetables ","China","Million dollars","2001","36.1"
"749","Dried vegetables ","China","Million dollars","2000","35"
"750","Dried vegetables ","China","Million dollars","1999","40.9"
"751","Dried vegetables ","India","Million dollars","2023","66.8"
"752","Dried vegetables ","India","Million dollars","2022","63.2"
"753","Dried vegetables ","India","Million dollars","2021","52.9"
"754","Dried vegetables ","India","Million dollars","2020","55"
"755","Dried vegetables ","India","Million dollars","2019","40.200000000000003"
"756","Dried vegetables ","India","Million dollars","2018","53.5"
"757","Dried vegetables ","India","Million dollars","2017","48.6"
"758","Dried vegetables ","India","Million dollars","2016","44.6"
"759","Dried vegetables ","India","Million dollars","2015","52"
"760","Dried vegetables ","India","Million dollars","2014","80.7"
"761","Dried vegetables ","India","Million dollars","2013","82.1"
"762","Dried vegetables ","India","Million dollars","2012","177.9"
"763","Dried vegetables ","India","Million dollars","2011","70"
"764","Dried vegetables ","India","Million dollars","2010","36.4"
"765","Dried vegetables ","India","Million dollars","2009","20"
"766","Dried vegetables ","India","Million dollars","2008","31.7"
"767","Dried vegetables ","India","Million dollars","2007","24"
"768","Dried vegetables ","India","Million dollars","2006","33.6"
"769","Dried vegetables ","India","Million dollars","2005","27.6"
"770","Dried vegetables ","India","Million dollars","2004","22.6"
"771","Dried vegetables ","India","Million dollars","2003","28.8"
"772","Dried vegetables ","India","Million dollars","2002","22.1"
"773","Dried vegetables ","India","Million dollars","2001","22.7"
"774","Dried vegetables ","India","Million dollars","2000","36.799999999999997"
"775","Dried vegetables ","India","Million dollars","1999","23"
"776","Dried vegetables ","Mexico","Million dollars","2023","50.3"
"777","Dried vegetables ","Mexico","Million dollars","2022","57"
"778","Dried vegetables ","Mexico","Million dollars","2021","56.6"
"779","Dried vegetables ","Mexico","Million dollars","2020","65.5"
"780","Dried vegetables ","Mexico","Million dollars","2019","36.799999999999997"
"781","Dried vegetables ","Mexico","Million dollars","2018","42.6"
"782","Dried vegetables ","Mexico","Million dollars","2017","48.9"
"783","Dried vegetables ","Mexico","Million dollars","2016","49.7"
"784","Dried vegetables ","Mexico","Million dollars","2015","41.7"
"785","Dried vegetables ","Mexico","Million dollars","2014","56.5"
"786","Dried vegetables ","Mexico","Million dollars","2013","52"
"787","Dried vegetables ","Mexico","Million dollars","2012","42"
"788","Dried vegetables ","Mexico","Million dollars","2011","34"
"789","Dried vegetables ","Mexico","Million dollars","2010","42.3"
"790","Dried vegetables ","Mexico","Million dollars","2009","34.9"
"791","Dried vegetables ","Mexico","Million dollars","2008","37.6"
"792","Dried vegetables ","Mexico","Million dollars","2007","29.5"
"793","Dried vegetables ","Mexico","Million dollars","2006","24.5"
"794","Dried vegetables ","Mexico","Million dollars","2005","29.4"
"795","Dried vegetables ","Mexico","Million dollars","2004","24.9"
"796","Dried vegetables ","Mexico","Million dollars","2003","14.9"
"797","Dried vegetables ","Mexico","Million dollars","2002","19.5"
"798","Dried vegetables ","Mexico","Million dollars","2001","16.7"
"799","Dried vegetables ","Mexico","Million dollars","2000","20.399999999999999"
"800","Dried vegetables ","Mexico","Million dollars","1999","21.5"
"801","Dried vegetables ","Nicaragua","Million dollars","2023","42"
"802","Dried vegetables ","Nicaragua","Million dollars","2022","28"
"803","Dried vegetables ","Nicaragua","Million dollars","2021","18.399999999999999"
"804","Dried vegetables ","Nicaragua","Million dollars","2020","24.4"
"805","Dried vegetables ","Nicaragua","Million dollars","2019","13.9"
"806","Dried vegetables ","Nicaragua","Million dollars","2018","13.3"
"807","Dried vegetables ","Nicaragua","Million dollars","2017","12.1"
"808","Dried vegetables ","Nicaragua","Million dollars","2016","12.7"
"809","Dried vegetables ","Nicaragua","Million dollars","2015","16.3"
"810","Dried vegetables ","Nicaragua","Million dollars","2014","3.8"
"811","Dried vegetables ","Nicaragua","Million dollars","2013","2.9"
"812","Dried vegetables ","Nicaragua","Million dollars","2012","4.5999999999999996"
"813","Dried vegetables ","Nicaragua","Million dollars","2011","3.2"
"814","Dried vegetables ","Nicaragua","Million dollars","2010","5.3"
"815","Dried vegetables ","Nicaragua","Million dollars","2009","7"
"816","Dried vegetables ","Nicaragua","Million dollars","2008","10.8"
"817","Dried vegetables ","Nicaragua","Million dollars","2007","3.5"
"818","Dried vegetables ","Nicaragua","Million dollars","2006","3.4"
"819","Dried vegetables ","Nicaragua","Million dollars","2005","3.2"
"820","Dried vegetables ","Nicaragua","Million dollars","2004","1.4"
"821","Dried vegetables ","Nicaragua","Million dollars","2003","1.1000000000000001"
"822","Dried vegetables ","Nicaragua","Million dollars","2002","0.4"
"823","Dried vegetables ","Nicaragua","Million dollars","2001","0.1"
"824","Dried vegetables ","Nicaragua","Million dollars","2000","0.1"
"825","Dried vegetables ","Nicaragua","Million dollars","1999","0.1"
"826","Dried vegetables ","Rest of world","Million dollars","2023","260.60000000000002"
"827","Dried vegetables ","Rest of world","Million dollars","2022","270.89999999999998"
"828","Dried vegetables ","Rest of world","Million dollars","2021","243.6"
"829","Dried vegetables ","Rest of world","Million dollars","2020","206"
"830","Dried vegetables ","Rest of world","Million dollars","2019","167.9"
"831","Dried vegetables ","Rest of world","Million dollars","2018","180.7"
"832","Dried vegetables ","Rest of world","Million dollars","2017","160.80000000000001"
"833","Dried vegetables ","Rest of world","Million dollars","2016","158.19999999999999"
"834","Dried vegetables ","Rest of world","Million dollars","2015","167.9"
"835","Dried vegetables ","Rest of world","Million dollars","2014","156.6"
"836","Dried vegetables ","Rest of world","Million dollars","2013","144.1"
"837","Dried vegetables ","Rest of world","Million dollars","2012","155.6"
"838","Dried vegetables ","Rest of world","Million dollars","2011","159.30000000000001"
"839","Dried vegetables ","Rest of world","Million dollars","2010","125.5"
"840","Dried vegetables ","Rest of world","Million dollars","2009","128.9"
"841","Dried vegetables ","Rest of world","Million dollars","2008","138.69999999999999"
"842","Dried vegetables ","Rest of world","Million dollars","2007","116"
"843","Dried vegetables ","Rest of world","Million dollars","2006","107.9"
"844","Dried vegetables ","Rest of world","Million dollars","2005","98.1"
"845","Dried vegetables ","Rest of world","Million dollars","2004","85.2"
"846","Dried vegetables ","Rest of world","Million dollars","2003","88.3"
"847","Dried vegetables ","Rest of world","Million dollars","2002","100.2"
"848","Dried vegetables ","Rest of world","Million dollars","2001","84.5"
"849","Dried vegetables ","Rest of world","Million dollars","2000","76.8"
"850","Dried vegetables ","Rest of world","Million dollars","1999","77.5"
"851","Dried vegetables ","World","Million dollars","2023","889.6"
"852","Dried vegetables ","World","Million dollars","2022","945.6"
"853","Dried vegetables ","World","Million dollars","2021","787.5"
